SKU,Description,Surplus Quantity,Value / Part ($),Value,Site Location of Surplus Part,Turns
10009376,"NIPPLE, CONDUIT, TYPE: W/O INSULATED THROAT, SIZE: 2INCH, LENGTH: 1.15"", CONNECTION: MNPT, MATERIAL: DIE CAST ZINC, MANUFACTURER: APPLETON, MANUFACTURER P/N: CNN-600",9.00,5.00,45.00,J1 Office,0
10018251,"CONNECTOR, CABLE/CONDUIT, TYPE: STRAIN RELIEF, SIZE: 7/16 X 9/16INCH, CONNECTION: MALE NPT, MATERIAL: DIE CAST ZINC, HUB SIZE: 1/2INCH, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: 2523",20.00,5.00,100.00,J1 Office,0
10002454,"HUB, CONDUIT, TYPE: RIGID, CONDUIT SIZE: 3/4INCH, END PREPARATION: THREADED, MATERIAL: ALUMINUM, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: H075GRAC",2.00,5.00,10.00,J1 Office,0
10009435,"HUB, CONDUIT, TYPE: RIGID, CONDUIT SIZE: 1INCH, END PREPARATION: THREADED, MATERIAL: ALUMINUM, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: H100GRAC",9.00,5.00,45.00,J1 Office,0
10013478,"HUB, CONDUIT, TYPE: RIGID, CONDUIT SIZE: 1 1/2INCH, END PREPARATION: THREADED, MATERIAL: ALUMINUM, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: H150GRAC",20.00,5.00,100.00,J1 Office,0
10008101,"HUB, CONDUIT, TYPE: RIGID, CONDUIT SIZE: 2INCH, END PREPARATION: THREADED, MATERIAL: ALUMINUM, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: H200GRAC",4.00,5.00,20.00,J1 Office,0
10003660,"HUB, CONDUIT, TYPE: RIGID, CONDUIT SIZE: 3 1/2INCH, END PREPARATION: THREADED, MATERIAL: ALUMINUM, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: H350GRAC",4.00,5.00,20.00,J1 Office,0
10002719,"HUB, CONDUIT, TYPE: RIGID, CONDUIT SIZE: 4INCH, END PREPARATION: THREADED, MATERIAL: ALUMINUM, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: H400GRAC",8.00,5.00,40.00,J1 Office,0
10001318,"CONNECTOR, CABLE/CONDUIT, SIZE: 1 7/8 X 2 3/16INCH, CONNECTION: MALE NPT, MATERIAL: ALUMINUM, HUB SIZE: 1-1/2INCH, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: ST150-473",1.00,5.00,5.00,J1 Office,0
10003009,"CONNECTOR, CABLE/CONDUIT, SIZE: 2 5/16 X 2 9/16INCH, CONNECTION: MALE NPT, MATERIAL: ALUMINUM, HUB SIZE: 2INCH, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: ST200-475",10.00,5.00,50.00,J1 Office,0
10005078,"CONNECTOR, CABLE/CONDUIT, SIZE: 2 11/16 X 3 1/4INCH, CONNECTION: MALE NPT, MATERIAL: ALUMINUM, HUB SIZE: 3INCH, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: STE-300",1.00,5.00,5.00,J1 Office,0
10006653,"CONNECTOR, CABLE/CONDUIT, SIZE: 3 11/16 X 4 5/16INCH, CONNECTION: MALE NPT, MATERIAL: ALUMINUM, HUB SIZE: 4INCH, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: STE-400",1.00,5.00,5.00,J1 Office,0
10006221,"NIPPLE, CONDUIT, SIZE: 1INCH, LENGTH: 2INCH, CONNECTION: MNPT, MATERIAL: ALUMINUM, MANUFACTURER: COLUMBIA MBF",7.00,5.00,35.00,J1 Office,0
10005525,"NIPPLE, CONDUIT, SIZE: 1/2INCH, LENGTH: 5INCH, CONNECTION: MNPT, MATERIAL: GALVANIZED STEEL",6.00,5.00,30.00,J1 Office,0
10008336,"NIPPLE, CONDUIT, SIZE: 2 1/2INCH, LENGTH: 5INCH, CONNECTION: MNPT, MATERIAL: ALUMINUM",1.00,5.00,5.00,J1 Office,0
10015689,"NIPPLE, 1/2"" X 3"", ALUMINUM",1.00,5.00,5.00,J1 Office,0
10012962,"NIPPLE, CONDUIT, SIZE: 3/4INCH, LENGTH: 3INCH, CONNECTION: MNPT, MATERIAL: GALVANIZED STEEL",6.00,5.00,30.00,J1 Office,0
10012114,"NIPPLE, CONDUIT, SIZE: 3/4INCH, LENGTH: 4INCH, CONNECTION: MNPT, MATERIAL: GALVANIZED STEEL",1.00,5.00,5.00,J1 Office,0
10016449,"PLUG, CONDUIT, TYPE: RECESSED HOLE, SIZE: 1INCH, MATERIAL: ALUMINUM, APPLICATION: RIGID CONDUIT, MANUFACTURER: CROUSE-HINDS, MANUFACTURER P/N: PLG3SA",25.00,5.00,125.00,J1 Office,0
10006217,"REDUCER, CONDUIT, TYPE: BUSHING, LARGE END NOMINAL SIZE: 1 1/2INCH, SMALL END NOMINAL SIZE: 1INCH, END STYLE: THREADED, MATERIAL: CARBON STEEL, MANUFACTURER: CROUSE-HINDS, MANUFACTURER P/N: RE53",1.00,5.00,5.00,J1 Office,0
10003641,"REDUCER, CONDUIT, TYPE: BUSHING, LARGE END NOMINAL SIZE: 2 1/2INCH, SMALL END NOMINAL SIZE: 2INCH, END STYLE: THREADED, MATERIAL: CARBON STEEL, MANUFACTURER: CROUSE-HINDS, MANUFACTURER P/N: RE76",1.00,5.00,5.00,J1 Office,0
10007070,"REDUCER, CONDUIT, TYPE: BUSHING, LARGE END NOMINAL SIZE: 3INCH, SMALL END NOMINAL SIZE: 1 1/4INCH, END STYLE: THREADED, MATERIAL: CARBON STEEL, MANUFACTURER: CROUSE-HINDS, MANUFACTURER P/N: RE84",1.00,5.00,5.00,J1 Office,0
10014940,"REDUCER, CONDUIT, TYPE: BUSHING, LARGE END NOMINAL SIZE: 3 1/2INCH, SMALL END NOMINAL SIZE: 2 1/2INCH, END STYLE: THREADED, MATERIAL: CARBON STEEL, MANUFACTURER: CROUSE-HINDS, MANUFACTURER P/N: RE97",4.00,5.00,20.00,J1 Office,0
10014172,"BODY, CONDUIT OUTLET, TYPE: FS, SIZE: 3/4INCH, END CONNECTION: SOCKET, MATERIAL: PVC, MANUFACTURER: SCEPTER, MANUFACTURER P/N: FS 15/10",4.00,5.00,20.00,J1 Office,0
10009229,"COVER, NO MODIFIER, TYPE: ROUND, SIZE: 4INCH, MATERIAL: ALUMINUM, FEATURES: C/W GASKET",4.00,5.00,20.00,J1 Office,0
10010300,"COVER, CONDUIT OUTLET BODY, TYPE: BLANK, SIZE: 4INCH, MATERIAL: STEEL, BODY FORM: SQUARE, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: 52C1",20.00,5.00,100.00,J1 Office,0
10010301,"COVER, CONDUIT OUTLET BODY, TYPE: DUPLEX RECEPTACLE, SIZE: 2-3/8 X 4INCH, MATERIAL: STEEL, BODY FORM: 1GANG, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: BC-11-C-1",10.00,5.00,50.00,J1 Office,0
10005030,"COVER, CONDUIT OUTLET BODY, TYPE: DUPLEX RECEPTACLE, SIZE: 4INCH, MATERIAL: STEEL, BODY FORM: 2GANG, MANUFACTURER: APPLETON, MANUFACTURER P/N: 8371N",10.00,5.00,50.00,J1 Office,0
10012873,"MOUNT, NO MODIFIER, TYPE: LAMP HOLDER, SIZE: 3 1/4INCH-4INCH, MATERIAL: ALUMINUM, MANUFACTURER: LEVITON, MANUFACTURER P/N: 8829-CW4",2.00,5.00,10.00,J1 Office,0
10006960,"CONNECTOR, CABLE/CONDUIT, TYPE: BX, SIZE: 3/8INCH, CONNECTION: DUPLEX STYLE, MATERIAL: DIE CAST ZINC, HUB SIZE: 3/8INCH, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: XC 211 SC",11.00,5.00,55.00,J1 Office,0
10017491,"CONNECTOR, CABLE/CONDUIT, TYPE: EMT, SIZE: 1INCH",2.00,5.00,10.00,J1 Office,0
10008598,"CONNECTOR, CABLE/CONDUIT, TYPE: EMT, SIZE: 1 1/4INCH",20.00,5.00,100.00,J1 Office,0
10013080,"PLUG, CONDUIT, SIZE: 2INCH, MATERIAL: POLYETHYLENE, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: CI3516",7.00,5.00,35.00,J1 Office,0
10006361,"LUG, ELECTRICAL, TYPE: LONG BARREL, SIZE: 3/8INCH, WIRE GAUGE: 1AWG, MATERIAL: COPPER, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: 54909BE",12.00,5.00,60.00,J1 Office,0
10005115,"LUG, ELECTRICAL, TYPE: COMPRESSION, SIZE: 3/8INCH, WIRE GAUGE: 3AWG, MATERIAL: COPPER, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: 54111",21.00,5.00,105.00,J1 Office,0
10001730,"LUG, 3/0-STR, 1/2"", 1 HOLE, LONG BARREL, ORANGE",9.00,5.00,45.00,J1 Office,0
10013135,"LUG, 4/0-STR, 1/2"", 1 HOLE, LONG BARREL, PURPLE",7.00,5.00,35.00,J1 Office,0
10002233,"LUG, ELECTRICAL, TYPE: COMPRESSION, SIZE: 1/2INCH, WIRE GAUGE: 3AWG, MATERIAL: COPPER, MANUFACTURER: BURNDY, MANUFACTURER P/N: YAL27T12",1.00,5.00,5.00,J1 Office,0
10008705,"LUG, 500 MCM, 1/2"", 2 HOLE, LONG BARREL, BROWN",2.00,5.00,10.00,J1 Office,0
10009037,"LUG, 350 MCM, 1/2"", 1 HOLE, RED",1.00,5.00,5.00,J1 Office,0
10015475,"LUG, 250 MCM, 1/2"" 2 HOLE, LONG BARREL, YELLOW",15.00,5.00,75.00,J1 Office,0
10000209,"CLAMP, GROUNDING, TYPE: ONE PIECE, WIDTH: 1 1/2INCH, JAW SIZE: 4SOLID TO 2/0STRAND, CONDUCTOR MATERIAL: COPPER, LENGTH: 2INCH, APPLICATION: DIRECT, MANUFACTURER: BURNDY, MANUFACTURER P/N: GBM26",6.00,5.00,30.00,J1 Office,0
10010041,"CLAMP, GROUNDING, TYPE: SADDLE, WIDTH: 4 1/4INCH, JAW SIZE: 4-4/0GAUGE, CONDUCTOR MATERIAL: DURIUM SILICON BRONZE/COPPER, LENGTH: 1 3/4INCH, APPLICATION: PIPE, MANUFACTURER: BURNDY, MANUFACTURER P/N: GAR3903-BU",1.00,5.00,5.00,J1 Office,0
10002066,"BODY, CONDUIT OUTLET, TYPE: SQUARE, SIZE: 4 X 4 X 2-1/8INCH, END CONNECTION: KNOCKOUT, MATERIAL: STEEL, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: BC52171-K",15.00,5.00,75.00,J1 Office,0
10016378,"GASKET, NO MODIFIER, TYPE: FULL FACE, INSIDE DIAMETER: 3INCH, THICKNESS: 1/16INCH, MATERIAL: NBR/ARIMID FIBERS, PRESSURE RATING: CL300, MANUFACTURER: FLEXITALLIC, MANUFACTURER P/N: SF5000",2.00,5.00,10.00,J1 Office,0
10003642,"REDUCER, CONDUIT, TYPE: ADAPTER, LARGE END NOMINAL SIZE: 3/4INCH, SMALL END NOMINAL SIZE: 1/2INCH, END STYLE: M X F, MATERIAL: CARBON STEEL, MANUFACTURER: CROUSE-HINDS, MANUFACTURER P/N: REA12",10.00,5.00,50.00,J1 Office,0
10013030,"GASKET, LINEBACKER 30"" 150# TYPE F - VITON G10",9.00,5.00,45.00,J1 Office,0
10016043,"GASKET, NO MODIFIER, TYPE: FULL FACE, INSIDE DIAMETER: 6INCH, OUTSIDE DIAMETER: 8INCH, MATERIAL: MOLDED RUBBER, SHAPE: ELLIPTICAL, MANUFACTURER: TOPOG-E",3.00,5.00,15.00,J1 Office,0
10002469,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 8INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: CARBON STEEL, OUTSIDE DIAMETER: 13-1/2INCH, NUMBER OF BOLT HOLES: 8",9.00,5.00,45.00,J1 Office,0
10007978,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 2INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 150PSI, MATERIAL: FLEXIBLE GRAPHITE, INSIDE DIAMETER: 2 3/8INCH, OUTSIDE DIAMETER: 6INCH, NUMBER OF BOLT HOLES: 4",2.00,5.00,10.00,J1 Office,0
10011475,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 3INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: CARBON STEEL, INSIDE DIAMETER: 3 1/2INCH, OUTSIDE DIAMETER: 7-1/2INCH, NUMBER OF BOLT HOLES: 4",10.00,5.00,50.00,J1 Office,0
10014296,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 10INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON, INSIDE DIAMETER: 10 3/4INCH, OUTSIDE DIAMETER: 16INCH, NUMBER OF BOLT HOLES: 8, MANUFACTURER: DURLON",15.00,5.00,75.00,J1 Office,0
10015040,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 4INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: CARBON STEEL, INSIDE DIAMETER: 4 1/2INCH, OUTSIDE DIAMETER: 9INCH, NUMBER OF BOLT HOLES: 8",10.00,5.00,50.00,J1 Office,0
10017733,"GASKET, FLANGE, TYPE: RAISED FACE, NOMINAL SIZE: 6INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON",16.00,5.00,80.00,J1 Office,0
10018603,"GASKET, FLANGE, TYPE: RAISED FACE, NOMINAL SIZE: 16INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 150PSI, MATERIAL: GYLON 3570",3.00,5.00,15.00,J1 Office,0
10010611,"GASKET, RING OVAL, THICKNESS: 3/4INCH, MATERIAL: SOFT IRON, API NUMBER: R70",2.00,5.00,10.00,J1 Office,0
10007958,"NUT, HEX, SIZE: 1 3/8"", THREAD STYLE: COARSE, MATERIAL: CARBON STEEL, GRADE: 2HM, THREAD PITCH: 6UNC",83.00,5.00,415.00,J1 Office,0
10011383,"STUD, B7 50 CARTON 3/4"" X 7 1/4""",112.00,5.00,560.00,J1 Office,0
10008078,"FASTENER, BOLT, TYPE: STUD, SIZE: 1INCH, LENGTH: 4 1/2INCH, THREAD PITCH: 8UN, GRADE: A193 B7, MATERIAL: ALLOY STEEL",50.00,5.00,250.00,J1 Office,0
10002376,"FASTENER, BOLT, TYPE: STUD, SIZE: 3/4INCH, LENGTH: 9INCH, THREAD PITCH: 10UNC, GRADE: A193 B7, MATERIAL: ALLOY STEEL",16.00,5.00,80.00,J1 Office,0
10011326,"FASTENER, BOLT, TYPE: STUD, SIZE: 5/8INCH, LENGTH: 6 1/4INCH, THREAD PITCH: 11UNC, GRADE: A193 B7, MATERIAL: ALLOY STEEL",48.00,5.00,240.00,J1 Office,0
10006591,"FASTENER, BOLT, TYPE: STUD, SIZE: 5/8INCH, LENGTH: 2 1/4INCH, THREAD PITCH: 11UNC, GRADE: A193 B7, MATERIAL: ALLOY STEEL",90.00,5.00,450.00,J1 Office,0
10001875,"STUD, B7 80 CARTON 5/8"" X 6 3/4""",202.00,5.00,"1,010.00",J1 Office,0
10015824,"FASTENER, BOLT, TYPE: STUD, SIZE: 5/8INCH, LENGTH: 7 1/4INCH, THREAD PITCH: 11UNC, GRADE: A193 B7, MATERIAL: ALLOY STEEL, PACKAGING UNIT: 70/CARTON",67.00,5.00,335.00,J1 Office,0
10011214,"FASTENER, BOLT, TYPE: STUD, SIZE: 3/4INCH, LENGTH: 3 1/4INCH, THREAD PITCH: 10UNC, GRADE: A193 B7, MATERIAL: ALLOY STEEL, PACKAGING UNIT: 100/CARTON",61.00,5.00,305.00,J1 Office,0
10013078,"FASTENER, BOLT, TYPE: STUD, SIZE: 1 1/8INCH, LENGTH: 5 3/4INCH, THREAD PITCH: 8UN, GRADE: A193 B7, MATERIAL: ALLOY STEEL, PACKAGING UNIT: 25/CARTON",11.00,5.00,55.00,J1 Office,0
10002264,"STUD, B7 20 CARTON 1 1/8"" X 7 1/4""",156.00,5.00,780.00,J1 Office,0
10015638,"STUD, B7M 50 CARTON 3/4"" X 6 3/4""",101.00,5.00,505.00,J1 Office,0
10000138,"FASTENER, BOLT, TYPE: STUD, SIZE: 3/4INCH, LENGTH: 7INCH, THREAD PITCH: 10UNC, GRADE: A193 B7M, MATERIAL: ALLOY STEEL, PACKAGING UNIT: 50/CARTON",60.00,5.00,300.00,J1 Office,0
10007890,"STUD, B7 3/4"" X 7 1/4""",91.00,5.00,455.00,J1 Office,0
10017780,"FASTENER, BOLT, TYPE: STUD, SIZE: 1 1/4INCH, LENGTH: 15 1/4INCH, THREAD PITCH: 8UN, GRADE: A193 B7, MATERIAL: ALLOY STEEL",31.00,5.00,155.00,J1 Office,0
10000134,"FASTENER, BOLT, TYPE: STUD, SIZE: 1/2INCH, LENGTH: 4INCH, THREAD PITCH: 13UNC, GRADE: B7, MATERIAL: ALLOY STEEL, FINISH: TEFLON COATED",8.00,5.00,40.00,J1 Office,0
10011276,"FASTENER, BOLT, TYPE: STUD, SIZE: 5/8INCH, LENGTH: 6INCH, THREAD PITCH: 11UNC, GRADE: B7, MATERIAL: ALLOY STEEL, FINISH: TEFLON COATED",12.00,5.00,60.00,J1 Office,0
10007234,"FASTENER, BOLT, TYPE: STUD, SIZE: 3/4INCH, LENGTH: 3INCH, THREAD PITCH: 10UNC, GRADE: B7, MATERIAL: ALLOY STEEL, FINISH: TEFLON COATED",80.00,5.00,400.00,J1 Office,0
10007391,"FASTENER, BOLT, TYPE: STUD, SIZE: 1 1/2INCH, LENGTH: 27 1/2INCH, THREAD PITCH: 8UN, GRADE: A193 B7, MATERIAL: ALLOY STEEL",120.00,5.00,600.00,J1 Office,0
10006590,"FASTENER, BOLT, TYPE: STUD, SIZE: 1 1/2INCH, LENGTH: 19INCH, THREAD PITCH: 8UN, GRADE: A193 B7, MATERIAL: ALLOY STEEL",67.00,5.00,335.00,J1 Office,0
10010910,"FASTENER, BOLT, TYPE: STUD, SIZE: 1 1/4INCH, LENGTH: 15 3/4INCH, THREAD PITCH: 8UN, GRADE: A193 B7, MATERIAL: ALLOY STEEL",42.00,5.00,210.00,J1 Office,0
10015951,"WASHER, SPRING, SIZE: 1 1/2INCH, PRIOR MM NUMBER(S): J1-16436",50.00,5.00,250.00,J1 Office,0
10016376,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 1 11/16INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 2INCH, PIPE SCHEDULE: XXH, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: 0.308""",45.00,5.00,225.00,J1 Office,0
10010313,"REDUCER, PIPE, TYPE: PLAIN CONCENTRIC SWAGE, LARGE END NOMINAL PIPE SIZE: 2"", WALL THICKNESS (A): 0.344"", SMALL END NOMINAL PIPE SIZE: 1"", WALL THICKNESS (B): 0.25"", END PREPARATION(S): BLE X PSE, MATERIAL: WROUGHT CARBON STEEL, SCHEDULE PRESSURE CLASS: S160, MATERIAL GRADE: A234WPB",1.00,5.00,5.00,J1 Office,0
10004076,"ELBOW, PIPE, NOMINAL PIPE SIZE: 3/4INCH, DEGREE/RADIUS: 90 DEGREE LONG RADIUS, END PREPARATION: SOCKET WELD, PRESSURE RATING: 9000#, MATERIAL: A105N CARBON STEEL, DIMENSIONAL STANDARD: DN20",3.00,5.00,15.00,J1 Office,0
10009352,"CROSS, WELLHEAD, OUTLET SIZE NOMINAL: 1/2INCH, END CONNECTION: SOCKET WELD, PRESSURE RATING: 3000#, VERTICAL BORE SIZE NOMINAL: 1/2INCH, MATERIAL: CARBON STEEL",9.00,5.00,45.00,J1 Office,0
10013365,"REDUCER, PIPE, TYPE: PLAIN ECCENTRIC SWAGE, LARGE END NOMINAL PIPE SIZE: 3"", WALL THICKNESS (A): 0.3"", SMALL END NOMINAL PIPE SIZE: 1/2"", WALL THICKNESS (B): 0.147"", END PREPARATION(S): BLE X PSE, MATERIAL: WROUGHT CARBON STEEL, SCHEDULE PRESSURE CLASS: S80, MATERIAL GRADE: A234WPB",4.00,5.00,20.00,J1 Office,0
10012307,"REDUCER, PIPE, TYPE: PLAIN CONCENTRIC SWAGE, LARGE END NOMINAL PIPE SIZE: 4"", WALL THICKNESS (A): 0.237"", SMALL END NOMINAL PIPE SIZE: 3/4"", WALL THICKNESS (B): 0.154"", END PREPARATION(S): BLE X PSE, MATERIAL: WROUGHT CARBON STEEL, MATERIAL GRADE: A234WPB",1.00,5.00,5.00,J1 Office,0
10011457,"REDUCER, PIPE, TYPE: PLAIN CONCENTRIC SWAGE, LARGE END NOMINAL PIPE SIZE: 4"", WALL THICKNESS (A): 0.237"", SMALL END NOMINAL PIPE SIZE: 2"", WALL THICKNESS (B): 0.218"", END PREPARATION(S): BLE X TSE, MATERIAL: WROUGHT CARBON STEEL, MATERIAL GRADE: A234WPB",1.00,5.00,5.00,J1 Office,0
10014675,"FITTING, WELDOLET, ASTM: SA105N, RUN PIPE SIZE: 20""-12"", RUN PIPE WALL THICKNESS: 5/16"", OUTLET SIZE: 4"", OUTLET WALL THICKNESS: 5/16"", MATERIAL: CARBON STEEL, PRIOR MM NUMBER(S): J1-12447",3.00,5.00,15.00,J1 Office,0
10014336,"FLANGE, PIPE, TYPE: BLIND, NOMINAL PIPE SIZE: 12INCH, FACE: RAISED, PRESSURE RATING: 300PSI, DIMENSIONAL STANDARD: ASME B16.5, MATERIAL GRADE: A/SA105, MATERIAL: CARBON STEEL, BORE SIZE: 12INCH, CONNECTION: FLANGE",3.00,5.00,15.00,J1 Office,0
10009982,"FLANGE, RF BLD SA105N D&T 1 NPT PN250 DN50 2 1500#",1.00,5.00,5.00,J1 Office,0
10017336,"FLANGE, RF BLD SA350LF2 D&T 3NPT PN100 DN100 4 600#",2.00,5.00,10.00,J1 Office,0
10011579,"REDUCER, PIPE, TYPE: PLAIN CONCENTRIC SWAGE, LARGE END NOMINAL PIPE SIZE: 2"", WALL THICKNESS (A): 0.154"", SMALL END NOMINAL PIPE SIZE: 1/2"", WALL THICKNESS (B): 0.179"", END PREPARATION(S): BLE X PSE, MATERIAL: WROUGHT CARBON STEEL, MATERIAL GRADE: A234WPB",3.00,5.00,15.00,J1 Office,0
10009649,"FASTENER, BOLT, TYPE: U-BOLT, SIZE: 7/8INCH, LENGTH: 12INCH, THREAD PITCH: 9UNC, GRADE: 8, MATERIAL: CARBON STEEL, FINISH: BLACK, WITH: 4 HEX NUTS",10.00,5.00,50.00,J1 Office,0
10028749,"KIT, GASKET, TYPE: INSULATING, SIZE: 2INCH, PRESSURE RATING: 600PSI, MATERIAL: 316 STAINLESS STEEL, CONSIST OF 1: -328-770DEG F, MANUFACTURER: GPT, MANUFACTURER P/N: VCXT",8.00,5.00,40.00,J1 Office,0
10010613,"FLANGE, PIPE, TYPE: BLIND, NOMINAL PIPE SIZE: 2INCH, FACE: RING TYPE JOINT, PRESSURE RATING: 1500PSI, DIMENSIONAL STANDARD: ASME B16.5, MATERIAL GRADE: A/SA105, MATERIAL: CARBON STEEL, BORE SIZE: 2INCH, WALL THICKNESS: 1/2INCH, CONNECTION: FLANGE",2.00,5.00,10.00,J1 Office,0
10006167,"FLANGE, PIPE, TYPE: BLIND, NOMINAL PIPE SIZE: 4 1/16INCH, FACE: RING TYPE JOINT, PRESSURE RATING: 2000PSI, DIMENSIONAL STANDARD: ASME B16.5, MATERIAL GRADE: A/SA105, MATERIAL: CARBON STEEL, BORE SIZE: 4 1/16INCH, CONNECTION: FLANGE",6.00,5.00,30.00,J1 Office,0
10015556,"VALVE, GATE, NOMINAL SIZE(S): 3/4"", END CONNECTION: SOCKET WELD X THREADED, PRESSURE RATING: CL1500, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BONNET TYPE: BOLTED, BODY MATERIAL: LOW TEMPERATURE CARBON STEEL, MANUFACTURER: NEWCO VALVES LP, MANUFACTURER P/N: .75""-115X-LF24/3-RP-BB",6.00,5.00,30.00,J1 Office,0
10006702,"VALVE, GATE, NOMINAL SIZE(S): 3/4"", END CONNECTION: SOCKET WELD, PRESSURE RATING: CL1500, TRIM MATERIAL: STANDARD, BODY MATERIAL: 316 STAINLESS STEEL",1.00,5.00,5.00,J1 Office,0
10012222,"VALVE, GATE, NOMINAL SIZE(S): 2"", END CONNECTION: SOCKET WELD, PRESSURE RATING: CL800, TRIM MATERIAL: STANDARD, BODY MATERIAL: CARBON STEEL",4.00,5.00,20.00,J1 Office,0
10015971,"VALVE, GATE, NOMINAL SIZE(S): 1 1/2"", END CONNECTION: SOCKET WELD, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R256/WS/SW-A105-TR8",1.00,5.00,5.00,J1 Office,0
10016247,"VALVE, GATE, NOMINAL SIZE(S): 1 1/2"", END CONNECTION: SOCKET WELD X THREADED, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R256/WS/TS-A105-TR8",2.00,5.00,10.00,J1 Office,0
10003118,"VALVE, GATE, NOMINAL SIZE(S): 1/2"", END CONNECTION: NATIONAL PIPE TAPER THREAD, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R252/WS/TH-A105-TR8",3.00,5.00,15.00,J1 Office,0
10015559,"VALVE, GATE, NOMINAL SIZE(S): 1/2"", END CONNECTION: SOCKET WELD X THREADED, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R252/WS/TS-A105-TR8",7.00,5.00,35.00,J1 Office,0
10013743,"VALVE, GATE 1"" CL800 SW TR5 CS A105",2.00,5.00,10.00,J1 Office,0
10003977,"VALVE, GATE, NOMINAL SIZE(S): 2"", END CONNECTION: NATIONAL PIPE TAPER THREAD, PRESSURE RATING: CL800, TRIM MATERIAL: CF8M STAINLESS STEEL HF, BODY MATERIAL: LOW TEMPERATURE CARBON STEEL",1.00,5.00,5.00,J1 Office,0
10017576,"VALVE, DIAPHRAGM, TYPE: PINCH, NOMINAL SIZE: 2"", PRESSURE RATING: CL150, END CONNECTION: FLAT FACE, OPERATOR: HANDWHEEL, MANUFACTURER FIGURE/MODEL NO: SERIES 75, SHELL MATERIAL: DUCTILE IRON, DIAPHRAGM MATERIAL: EPDM, MANUFACTURER: RED VALVE COMPANY, MANUFACTURER P/N: S75",1.00,5.00,5.00,J1 Office,0
10010814,"VALVE, DIAPHRAGM, TYPE: PINCH, NOMINAL SIZE: 4"", PRESSURE RATING: CL150, END CONNECTION: FLAT FACE, OPERATOR: HANDWHEEL, MANUFACTURER FIGURE/MODEL NO: SERIES 75, SHELL MATERIAL: DUCTILE IRON, DIAPHRAGM MATERIAL: EPDM, MANUFACTURER: RED VALVE COMPANY, MANUFACTURER P/N: S75",1.00,5.00,5.00,J1 Office,0
10004033,"VALVE, GATE, NOMINAL SIZE(S): 2"", END CONNECTION: RAISED FACE, PRESSURE RATING: CL300, TRIM MATERIAL: STELLITE, BODY MATERIAL: CARBON STEEL",1.00,5.00,5.00,J1 Office,0
