IncidentDate,IncidentNumber,CauseCategory,CauseType,FailureType,IncidentType,Location,InjuryCount,FatalityCount,IncidentLSD,IncidentSection,IncidentTownship,IncidentRange,IncidentMeridian,LicenceNumber,LicenceType,IncidentNotificationDate,IncidentCompleteDate,Source,StrikeArea,FieldCentre,LicenseeID,LicenseeName,Jurisdiction,ReleaseOffsite,SensitiveArea,PublicAffected,EnvironmentAffected,WildlifeLivestockAffected,AreaAffected,PublicEvacuatedCount,ReleaseCleanupDate,PipelineLicenceSegmentID,PipelineLicenceLineNo,PipeDamageType,PipeTestFailure,PipelineOutsideDiameter(mm),PipeGrade,PipeWallThickness(mm),SubstanceReleased,VolumeReleased,VolumeRecovered,VolumeUnits,SubstanceReleased2,VolumeReleased2,VolumeRecovered2,VolumeUnits2,SubstanceReleased3,VolumeReleased3,VolumeRecovered3,VolumeUnits3,SubstanceReleased4,VolumeReleased4,VolumeRecovered4,VolumeUnits4,Location1
January 01 2013,20130005,,,,Release,14-14-047-09W5,0,0,14,14,47,9,5,11134,Well Licence,January 01 2013,,Service Well,PEMBINA,Drayton Valley,0BP8,Penn West Petroleum Ltd.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,0,,,,,,,,,Fresh Water,30,,m3,,,,,,,,,,,,,"(53.059667, -115.211433)"
December 31 2012,20130006,Equipment Failure,Malfunction,Equipment Failure,Release,04-20-076-20W5,0,0,4,20,76,20,5,448764,Well Licence,December 31 2012,,Suspended Well,GVILLEE,Grande Prairie,A517,Long Run Exploration Ltd.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,,,,,,,,,Crude Oil,2,,m3,,,,,,,,,,,,,"(55.594117, -117.0765)"
December 30 2012,20122632,Equipment Failure,Mechanical/Strctural,Valve Failure,Release,11-05-047-07W5,0,0,11,5,47,7,5,398148,Well Licence,December 31 2012,,Oil Well,PEMBINA,Drayton Valley,0R46,Husky Oil Operations Limited,,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Crude Oil,3.3,,m3,Salt/Produced Water,2.2,,m3,,,,,,,,,"(53.026983, -114.992183)"
December 29 2012,20122628,Equipment Failure,Malfunction,Valve Leak,Release,04-15-084-20W5,0,0,4,15,84,20,5,430322,Well Licence,December 29 2012,,Oil Well,,Grande Prairie,0RL9,Baytex Energy Ltd.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Crude Bitumen,0.2,,m3,,,,,,,,,,,,,"(56.277817, -117.08065)"
December 29 2012,20122615,Equipment Failure,Mechanical/Strctural,Line Failure,Release,03-24-007-17W4,0,0,3,24,7,17,4,153782,Well Licence,December 29 2012,01/08/2013 12:00:00 AM,Service Well,TABERS,Medicine Hat,0R46,Husky Oil Operations Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,12/29/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,40,40,m3,Fresh Water,0,10,m3,Waste,0,12,m3,,,,,"(49.569233, -112.186317)"
December 29 2012,20130016,Equipment Failure,Mechanical/Strctural,Equipment Failure,Release,06-29-042-02W4,,,6,29,42,2,4,212421,Well Licence,December 29 2012,,Service Well,CHAUVINS,Wainwright,39,Talisman Energy Inc.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,,12/31/2012 12:00:00 AM,,,,,,,,Crude Oil,0.5,0.5,m3,Salt/Produced Water,29.5,29.5,m3,,,,,,,,,"(52.64295, -110.259983)"
December 28 2012,20122622,Operator Error,Oversight,Tank Overflow,Release,09-15-060-04W4,0,0,9,15,60,4,4,451306,Well Licence,December 29 2012,01/15/2013 12:00:00 AM,Drilling Well,CHARLK,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,12/28/2012 12:00:00 AM,,,,,,,,Waste,0,52.1,m3,Salt/Produced Water,6,5,m3,,,,,,,,,"(54.18945, -110.5085)"
December 28 2012,20130009,Operator Error,Oversight,Valve Leak,Release,15-15-059-23W5,0,0,15,15,59,23,5,448013,Well Licence,January 02 2013,,Drilling Well,BERLR,Drayton Valley,0XL9,ConocoPhillips Canada Operations Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,12/28/2012 12:00:00 AM,,,,,,,,Drilling Mud (HC Based),8,7,m3,,,,,,,,,,,,,"(54.106783, -117.360617)"
December 27 2012,20122609,Equipment Failure,Mechanical/Strctural,Valve Failure,Release,02-18-019-06W4,0,0,2,18,19,6,4,341717,Well Licence,December 27 2012,,Oil Well,SUFFIELD,Medicine Hat,A5D4,Cenovus Energy Inc.,Other C.F.B.,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/27/2012 12:00:00 AM,,,,,,,,Crude Oil,8.7,7,m3,Salt/Produced Water,30.8,25,m3,,,,,,,,,"(50.60285, -110.821033)"
December 26 2012,20122605,Equipment Failure,Defect,Equipment Failure,Release,04-21-071-23W5,0,0,4,21,71,23,5,414171,Well Licence,December 26 2012,,Oil Well,STURLK,Grande Prairie,A190,Barrick Energy Inc.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Crude Oil,5,,m3,,,,,,,,,,,,,"(55.158233, -117.4854)"
December 24 2012,20122607,Operator Error,Accidental,Operator Error,Release,09-36-048-06W4,,,9,36,48,6,4,446087,Well Licence,December 24 2012,01/07/2013 12:00:00 AM,Oil Well,WILDMERE,Wainwright,0K29,Devon Canada Corporation,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,12/24/2012 12:00:00 AM,,,,,,,,Crude Oil,2,1,m3,,,,,,,,,,,,,"(53.18475, -110.73965)"
December 22 2012,20122591,Equipment Failure,Malfunction,Equipment Failure,Release,10-03-035-04W4,,,10,3,35,4,4,133487,Well Licence,December 22 2012,01/07/2013 12:00:00 AM,Service Well,PROVOST,Wainwright,0JL8,Apache Canada Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,12/22/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,15,15,m3,,,,,,,,,,,,,"(51.977083, -110.4901)"
December 20 2012,20122575,Equipment Failure,Malfunction,Valve Leak,Release,04-19-064-22W5,0,0,4,19,64,22,5,447249,Well Licence,December 20 2012,,Drilling Well,MCKINLEY,St. Albert,0T03,Shell Canada Limited,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Drilling Mud (HC Based),6,5.9,m3,,,,,,,,,,,,,"(54.546967, -117.325683)"
December 20 2012,20122577,Operator Error,Oversight,Lubricator,Release,13-10-024-22W4,0,0,13,10,24,22,4,449479,Well Licence,December 20 2012,,Suspended Well,HUSSAR,Midnapore,26,Encana Corporation,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,0,12/20/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,0.1,0.1,m3,Fresh Water,0,1,m3,,,,,,,,,"(51.035933, -113.0022)"
December 20 2012,20122579,External,Fracturing Incident,Fracturing Operation,Release,15-31-027-03W5,0,0,15,31,27,3,5,422271,Well Licence,December 20 2012,,Oil Well,LOCHEND,Midnapore,A5R5,Pengrowth Energy Corporation,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,,,,,,,,,,,,,,,,,"(51.3565, -114.408883)"
December 20 2012,20122578,External,Fracturing Incident,Fracturing Operation,Release,13-31-027-03W5,0,0,13,31,27,3,5,448388,Well Licence,December 20 2012,,Oil Well,LOCHEND,Midnapore,A5EL,Petrobakken Energy Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,,,,,,,,,,,,,,,,,"(51.3565, -114.42065)"
December 19 2012,20122571,,,,Release,10-19-051-06W4,,,10,19,51,6,4,438299,Well Licence,December 19 2012,,Oil Well,SWIMMING,Wainwright,0HE9,Canadian Natural Resources Limited,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,Crude Oil,0.1,0.1,m3,Waste,0,5,m3,,,,,,,,,"(53.418567, -110.87565)"
December 19 2012,20122572,Operator Error,Oversight,Fire,Release,11-30-071-06W6,0,0,11,30,71,6,6,182514,Well Licence,December 19 2012,,Oil Well,DIMSD,Grande Prairie,0F9Y,Flow-Back Oil & Gas Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Gas Production (Raw),0.1,,103m3,,,,,,,,,,,,,"(55.17955, -118.913633)"
December 18 2012,20122570,Operator Error,Accidental,Vehicle Accident,Release,04-11-042-15W5,0,0,4,11,42,15,5,452134,Well Licence,December 18 2012,,Drilling Well,STOLBERG,Red Deer,A6AM,Carrick Petroleum Inc.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/18/2012 12:00:00 AM,,,,,,,,Drilling Mud  (Water Based),25,11,m3,,,,,,,,,,,,,"(52.597583, -116.061267)"
December 17 2012,20122556,Equipment Failure,Mechanical/Strctural,Stuffing Box,Release,04-17-019-08W4,0,0,4,17,19,8,4,197778,Well Licence,December 17 2012,12/20/2012 12:00:00 AM,Oil Well,SUFFIELD,Medicine Hat,A5D4,Cenovus Energy Inc.,Other C.F.B.,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/17/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,3,3,m3,Crude Oil,0.1,0.1,m3,Gas Production (Raw),0.1,,103m3,,,,,"(50.602917, -111.086817)"
December 15 2012,20122573,Equipment Failure,Mechanical/Strctural,Equipment Failure,Release,01-09-046-12W4,,,1,9,46,12,4,366899,Well Licence,December 15 2012,12/31/2012 12:00:00 AM,Oil Well,KILLAMN,Wainwright,A190,Barrick Energy Inc.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,12/18/2012 12:00:00 AM,,,,,,,,Crude Oil,1.5,1.3,m3,Fresh Water,0,1.5,m3,Salt/Produced Water,4.5,4.5,m3,,,,,"(52.946817, -111.675983)"
December 14 2012,20122541,Equipment Failure,Mechanical/Strctural,Casing Valve,Release,10-16-020-07W4,0,0,10,16,20,7,4,289050,Well Licence,December 14 2012,,Suspended Well,SUFFIELD,Medicine Hat,A5D4,Cenovus Energy Inc.,Other C.F.B.,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Gas Production (Raw),0.1,,103m3,,,,,,,,,,,,,"(50.69765, -110.913467)"
December 14 2012,20122536,Operator Error,Accidental,Vehicle Accident,Release,02-08-057-03W4,1,0,2,8,57,3,4,442103,Well Licence,December 14 2012,01/03/2013 12:00:00 AM,Oil Well,LIND,Bonnyville,A23L,Twin Butte Energy Ltd.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/14/2012 12:00:00 AM,,,,,,,,Crude Bitumen,0.1,0.1,m3,Waste,0,0.1,m3,Fresh Water,0,1.9,m3,,,,,"(53.905583, -110.41085)"
December 14 2012,20122545,Operator Error,Accidental,Tank Overflow,Release,06-13-090-14W4,0,0,6,13,90,14,4,448134,Well Licence,December 15 2012,12/21/2012 12:00:00 AM,Drilling Well,,Bonnyville,A5LG,Mackay Operating Corp.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,12/14/2012 12:00:00 AM,,,,,,,,Drilling Mud  (Water Based),4,4,m3,,,,,,,,,,,,,"(56.804267, -112.095417)"
December 13 2012,20122529,,,,Release,08-24-041-06W5,,,8,24,41,6,5,318421,Well Licence,December 14 2012,,Gas Well,WILLGR,Red Deer,0JL8,Apache Canada Ltd.,,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,,,,,,,,,,,,,,,,,"(52.543117, -114.724417)"
December 11 2012,20122499,Operator Error,Oversight,Tank Overflow,Release,12-18-063-04W6,0,0,12,18,63,4,6,448121,Well Licence,December 11 2012,12/17/2012 12:00:00 AM,Suspended Well,KAKWA,Grande Prairie,0AW4,Paramount Resources Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/11/2012 12:00:00 AM,,,,,,,,Frac Water,4,4,m3,,,,,,,,,,,,,"(54.4524, -118.601383)"
December 11 2012,20122513,Equipment Failure,Malfunction,Tank Overflow,Release,14-18-039-10W4,,,14,18,39,10,4,170681,Well Licence,December 11 2012,01/17/2013 12:00:00 AM,Gas Well,PROVOST,Wainwright,0JL8,Apache Canada Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,12/11/2012 12:00:00 AM,,,,,,,,Fresh Water,0,2,m3,Salt/Produced Water,3,3,m3,,,,,,,,,"(52.359417, -111.435317)"
December 11 2012,20122506,Operator Error,Oversight,Incinerator Stack,Release,07-05-045-02W5,0,0,7,5,45,2,5,286180,Well Licence,December 11 2012,01/14/2013 12:00:00 AM,Gas Well,WROSES,St. Albert,A0KN,Scollard Energy Inc.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/13/2012 12:00:00 AM,,,,,,,,Fresh Water,0,1.3,m3,Frac Oil,0.1,0.1,m3,,,,,,,,,"(52.84895, -114.25245)"
December 10 2012,20122498,External,Natural Phenomena,Sump Fluids,Release,03-15-078-25W4,0,0,3,15,78,25,4,449296,Well Licence,December 10 2012,12/21/2012 12:00:00 AM,Drilling Well,PELICAN,Bonnyville,0R46,Husky Oil Operations Limited,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/10/2012 12:00:00 AM,,,,,,,,Drilling Mud  (Water Based),4,4,m3,,,,,,,,,,,,,"(55.7535, -113.799933)"
December 10 2012,20122490,Operator Error,Oversight,Operator Error,Release,06-24-059-02W4,0,0,6,24,59,2,4,152659,Well Licence,December 10 2012,12/21/2012 12:00:00 AM,Oil Well,CHANDLER,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/14/2012 12:00:00 AM,,,,,,,,Crude Bitumen,1,1,m3,Waste,0,36,m3,,,,,,,,,"(54.112817, -110.17105)"
December 09 2012,20122512,Equipment Failure,Mechanical/Strctural,Flare Stack,Release,14-19-072-06W6,0,0,14,19,72,6,6,103651,Well Licence,December 12 2012,,Crude Oil Single Battery,GRANDPR,Grande Prairie,A2TG,TAQA North Ltd.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,,,,,,,,,Crude Oil,0.2,,m3,,,,,,,,,,,,,"(55.255767, -118.9136)"
December 09 2012,20122488,Operator Error,Oversight,Operator Error,Release,07-21-055-02W4,0,0,7,21,55,2,4,407552,Well Licence,December 10 2012,12/18/2012 12:00:00 AM,Oil Well,JOHNLK,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/09/2012 12:00:00 AM,,,,,,,,Waste,0,0.4,m3,Crude Bitumen,0.1,0.1,m3,,,,,,,,,"(53.76375, -110.2375)"
December 09 2012,20122481,,,,Release,01-34-009-27W4,,,1,34,9,27,4,437566,Well Licence,December 09 2012,,Suspended Well,,Midnapore,A5RJ,TORC Oil & Gas Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,12/09/2012 12:00:00 AM,,,,,,,,Crude Oil,3,3,m3,Salt/Produced Water,0.1,0.1,m3,,,,,,,,,"(49.7732, -113.57265)"
December 09 2012,20122511,Equipment Failure,Internal corrosion,Valve Leak,Release,02-34-040-08W4,,,2,34,40,8,4,158846,Well Licence,December 09 2012,01/08/2013 12:00:00 AM,Oil Well,PROVOST,Wainwright,0BP8,Penn West Petroleum Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,12/10/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,11.7,11.7,m3,Fresh Water,0,0.5,m3,Waste,0,0.5,m3,Crude Oil,0.3,0.3,m3,"(52.479233, -111.069633)"
December 08 2012,20122483,Operator Error,Accidental,Operator Error,Release,05-21-068-02W6,0,0,5,21,68,2,6,448658,Well Licence,December 08 2012,,Drilling Well,,Grande Prairie,0T03,Shell Canada Limited,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,,,,,,,,,Drilling Mud (HC Based),21,,m3,,,,,,,,,,,,,"(54.8996, -118.251467)"
December 08 2012,20122501,Operator Error,Accidental,Operator Error,Release,02-12-057-02W4,0,0,2,12,57,2,4,211580,Well Licence,December 09 2012,12/18/2012 12:00:00 AM,Oil Well,JOHNLK,Bonnyville,0HE9,Canadian Natural Resources Limited,Other Metis Settlement,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/11/2012 12:00:00 AM,,,,,,,,Fresh Water,0,1,m3,Crude Bitumen,4,4,m3,Waste,0,5,m3,,,,,"(53.90545, -110.163383)"
December 08 2012,20122500,Operator Error,Oversight,Operator Error,Release,08-17-053-02W4,0,0,8,17,53,2,4,376563,Well Licence,December 08 2012,12/18/2012 12:00:00 AM,Oil Well,MARW,Bonnyville,0R46,Husky Oil Operations Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,12/08/2012 12:00:00 AM,,,,,,,,Waste,0,239.5,m3,Crude Oil,0.5,0.5,m3,Salt/Produced Water,51,51,m3,,,,,"(53.575033, -110.254483)"
December 08 2012,20122484,Equipment Failure,Malfunction,Operator Error,Release,05-14-062-27W5,0,0,5,14,62,27,5,171942,Well Licence,December 08 2012,01/08/2013 12:00:00 AM,Oil Well,SIMON,Grande Prairie,0Z2Z,Celtic Exploration Ltd.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,12/11/2012 12:00:00 AM,,,,,,,,Condensate,13,,m3,Salt/Produced Water,25,,m3,,,,,,,,,"(54.361367, -117.948)"
December 07 2012,20122479,Equipment Failure,External corrosion,Tank Leak,Release,03-02-056-04W4,0,0,3,2,56,4,4,310895,Well Licence,December 07 2012,12/21/2012 12:00:00 AM,Oil Well,LIND,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/07/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,2,2,m3,Waste,0,0.4,m3,,,,,,,,,"(53.803767, -110.491133)"
December 07 2012,20122480,Equipment Failure,External corrosion,Tank Leak,Release,01-10-056-05W4,0,0,1,10,56,5,4,203100,Well Licence,December 07 2012,12/18/2012 12:00:00 AM,Oil Well,LIND,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/09/2012 12:00:00 AM,,,,,,,,Crude Oil,4,3.9,m3,Fresh Water,0,18,m3,Waste,0,2.5,m3,,,,,"(53.818533, -110.651817)"
December 06 2012,20122475,Equipment Failure,Mechanical/Strctural,Line Failure,Release,04-31-065-24W5,0,0,4,31,65,24,5,449686,Well Licence,December 06 2012,,Drilling Well,ANTE,Grande Prairie,0G30,ARC Resources Ltd.,,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Drilling Mud (HC Based),5,,m3,,,,,,,,,,,,,"(54.66325, -117.628283)"
December 06 2012,20122477,Equipment Failure,Internal corrosion,Valve Leak,Release,10-26-014-19W4,0,0,10,26,14,19,4,108657,Well Licence,December 06 2012,01/09/2013 12:00:00 AM,Suspended Well,LBOW,Midnapore,A5KB,Ashton Oil & Gas Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,12/06/2012 12:00:00 AM,,,,,,,,Gas Production (Raw),0.1,,103m3,Waste,0,0.2,m3,Salt/Produced Water,7.3,7.3,m3,,,,,"(50.202633, -112.492633)"
December 06 2012,20122476,Operator Error,Oversight,Operator Error,Release,09-07-062-06W6,0,0,9,7,62,6,6,442005,Well Licence,December 07 2012,12/13/2012 12:00:00 AM,Oil Well,KAKWA,Grande Prairie,26,Encana Corporation,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,12/07/2012 12:00:00 AM,,,,,,,,Crude Oil,5.4,5.2,m3,,,,,,,,,,,,,"(54.350233, -118.87805)"
December 06 2012,20122465,Operator Error,Accidental,Operator Error,Release,01-16-052-07W4,,,1,16,52,7,4,417713,Well Licence,December 06 2012,01/09/2013 12:00:00 AM,Oil Well,SWIMMING,Wainwright,0R46,Husky Oil Operations Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,12/06/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,15,15,m3,,,,,,,,,,,,,"(53.4841, -110.967983)"
December 05 2012,20122458,Operator Error,Oversight,Valve Leak,Release,05-23-037-03W5,0,0,5,23,37,3,5,189133,Well Licence,December 05 2012,01/21/2013 12:00:00 AM,Oil Well,SYLAKE,Red Deer,0TM9,NAL Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/10/2012 12:00:00 AM,,,,,,,,Crude Oil,2.8,2.8,m3,Salt/Produced Water,0.4,0.4,m3,Gas Production (Raw),0.1,,103m3,,,,,"(52.193517, -114.332067)"
December 05 2012,20122478,Operator Error,Accidental,Vehicle Accident,Release,03-11-054-05W4,0,0,3,11,54,5,4,437847,Well Licence,December 05 2012,12/21/2012 12:00:00 AM,Oil Well,LIND,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/05/2012 12:00:00 AM,,,,,,,,Fresh Water,0,1,m3,Waste,0,1,m3,Crude Bitumen,0.1,0.1,m3,,,,,"(53.644133, -110.635717)"
December 04 2012,20122450,Operator Error,Accidental,Operator Error,Release,16-34-062-09W4,0,0,16,34,62,9,4,191704,Well Licence,December 04 2012,12/18/2012 12:00:00 AM,Oil Well,SUGDEN,Bonnyville,0RL9,Baytex Energy Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,12/04/2012 12:00:00 AM,,,,,,,,Crude Bitumen,14,14,m3,,,,,,,,,,,,,"(54.411333, -111.256733)"
December 04 2012,20122452,Equipment Failure,Internal corrosion,Line Failure,Release,16-18-084-18W5,0,0,16,18,84,18,5,380474,Well Licence,December 04 2012,,Service Well,,Grande Prairie,0RL9,Baytex Energy Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,,,,,,,,,Fresh Water,210,,m3,,,,,,,,,,,,,"(56.2883, -116.824717)"
December 03 2012,20122443,,,,Release,11-20-078-20W5,0,0,11,20,78,20,5,412951,Well Licence,December 03 2012,,Oil Well,ROXANA,Grande Prairie,A517,Long Run Exploration Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Crude Oil,,2,m3,,,,,,,,,,,,,"(55.775883, -117.069917)"
December 01 2012,20122430,Equipment Failure,Mechanical/Strctural,Valve Failure,Release,13-33-043-10W5,0,0,13,33,43,10,5,447730,Well Licence,December 01 2012,01/17/2013 12:00:00 AM,Suspended Well,FERRIER,Red Deer,A2TG,TAQA North Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,01/03/2013 12:00:00 AM,,,,,,,,Process Water,4,0.2,m3,Waste,0,85,m3,,,,,,,,,"(52.754217, -115.4009)"
